image_path,taxonomy_level,labels,note,post
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1586108804264914944.png,multimodal_taxonomy,"[{'reasoning': 'The image depicts two men carrying cardboard boxes, accompanied by text claiming they are laid-off Twitter employees. However, fact-checks reveal this is a hoax created by pranksters.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The post uses the image to support a false claim about Twitter layoffs, which is debunked by multiple fact-checking sources.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_misinterpretation_or_misleading_representation'}, {'reasoning': 'The image is presented as evidence of a real event (layoffs), but it is actually a staged event created for a hoax.', 'label': 'label_image_focused:visual_evidence:label_manufactured:label_staged'}, {'reasoning': 'The post is using the image to promote a false narrative and mislead the audience about a real event.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_misinterpretation_or_misleading_representation'}]",Musk is making a joke here. The two people are hoaxsters who pretended to be laid off employees. https://nypost.com/2022/10/28/pranksters-posing-as-laid-off-twitter-employees-trick-media-outlets/  https://www.theverge.com/2022/10/28/23428775/twitter-fake-employee-layoff-rahul-ligma-elon-musk  https://knowyourmeme.com/memes/ligma  ,Ligma Johnson had it coming 🍆 💦 https://t.co/CgjrOV5eM2
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1783073741905223680.png,multimodal_taxonomy,"[{'reasoning': ""The image prominently displays the text 'WE FINALLY HAVE A DRUG THAT REVERSES OBESITY - AND MASSIVELY BOOSTS YOUR HEALTH.' This directly aligns with the claims made in the post about the 'MAGIC PILL' and its purported benefits."", 'label': 'label_context_mismatch'}, {'reasoning': ""The image is a graphic with text overlaid, designed to visually represent the book's claims. It's not a photograph of a real event or situation, but rather a constructed image intended to promote the book."", 'label': 'label_decorative'}, {'reasoning': ""The post and the image both promote the idea of a 'magic pill' that reverses obesity and boosts health, which is a potentially misleading and oversimplified claim about a complex medical issue."", 'label': 'label_misinterpretation_of_consequences'}, {'reasoning': 'The image is a fabricated graphic designed to promote a book, not a genuine representation of scientific findings or medical realities.', 'label': 'label_manufactured'}, {'reasoning': 'The image is a fabricated graphic designed to promote a book, not a genuine representation of scientific findings or medical realities.', 'label': 'label_AI_generated'}]",Food writer Jay Rayner has pointed out that statements made about him in this book are false:     https://twitter.com/jayrayner1/status/1789705703633879318,"I'm very excited to announce that my new book &amp; audiobook, 'MAGIC PILL: The extraordinary benefits - and disturbing risks - of the new weight loss drugs,' is out next week! To find out what it's about &amp; and what experts have said about it, go to https://t.co/977lqPOGgf https://t.co/1daB9u7rYG"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1874494370516267008.png,multimodal_taxonomy,"[{'reasoning': 'The image shows a barrier that was removed weeks before the post was published. The fact-check article confirms this, indicating the barriers were being installed, not in place.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_time_mismatch'}, {'reasoning': 'The post claims the barriers were installed after an attack in France, but the image shows them being installed in New Orleans. This is a clear factual discrepancy.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_place_mismatch'}, {'reasoning': 'The post uses the image to create a narrative of a security failure, implying immediate action was needed. The image, however, shows a work in progress, not a response to an attack.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_mismatch'}, {'reasoning': 'The post presents a misleading picture of the situation by implying an immediate security threat based on an outdated image.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_mismatch'}]","The barrier shown in the picture was removed weeks ago.  The city was installing new retractable steel barriers, but work had not been completed. https://www.nola.com/news/traffic-barriers-down-on-bourbon/article_19ae4faa-c84d-11ef-bf90-e7ba5e65dca6.html","These hydraulic steel barriers were installed on Borboun Street in New Orleans after an attack in France where the t*rrorist used his car as a weapon, k*lling 86.

They’re supposed to be raised between 5pm - 5am.

The city chose not to raise them last night according to a witness.

The attack happened around 3:15am.

This is a massive security failure. People need to be held accountable for this."
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1874565772242038784.png,multimodal_taxonomy,"[{'reasoning': ""The post claims the badge is upside down, while the image clearly shows the badge worn correctly. The fact-check provides context about the historical significance of the badge's orientation."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The post presents a false claim about the badge's orientation, contradicting the visual evidence in the image and the historical context provided in the fact-check."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_identity_mismatch'}]",The Superintendent of Police has worn the badge upside down since the 1800s as a symbol that the Superintendent alone carries the weight and power of the Police Department and has the responsibility to lead. https://nola.gov/nopd/about-us/badge/,"Is her badge upside down?

She already doesn’t instill confidence - if she doesn’t even know which way to wear her badge it seems worse, no? https://t.co/sq7QSzG6kl"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1750220180607598593.png,multimodal_taxonomy,"[{'reasoning': ""The image shows a detailed breakdown of Neil O'Brien's expenses, specifically his accommodation costs. This directly supports the claim made in the post about him receiving taxpayer-funded expenses to pay his rent."", 'label': 'label_visualize'}, {'reasoning': ""The post claims that Apsana Begum pays her own rent, while the image shows O'Brien receiving taxpayer funds for his rent. This creates a direct comparison and highlights a discrepancy in their expense arrangements."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The image provides evidence to support the claim made in the post, acting as visual proof of O'Brien's expense claims."", 'label': 'label_visual_evidence'}, {'reasoning': 'The image is a screenshot of an official expense report, providing a verifiable source of information.', 'label': 'label_provenance_focused:label_other_provenance_issues'}, {'reasoning': 'The post and image together present a specific instance of a policy, namely the rules around MP expenses, and how they are applied differently to different MPs.', 'label': 'label_visual_evidence:label_visual_evidence:visual_rhetoric:framing:label_policy_prescription_and_evaluation'}]","Only MPs for non-London constituencies can claim expenses for housing costs, to allow them to attend Parliament. They are expected to pay for their accommodation in their own constituencies themselves. Begum represents a London constituency, O'Brien does not.     https://www.theipsa.org.uk/freedom-of-information/cas-141556","Apsana Begum pays her own rent.

Neil O’Brien claims £2,500 a month in taxpayer funded expenses to pay his. https://t.co/U1LX2YLA8i"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1858878174320365568.png,multimodal_taxonomy,"[{'reasoning': ""The image shows a black and white photograph of a pilot in a cockpit, which is consistent with the post's claim about a B-52 pilot. However, the B-52 Stratofortress did not enter service until 1955, which is significantly later than the WWII timeframe mentioned in the post."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_time_mismatch'}]","The B-52's first flight was in April 15, 1952 and was introduced into service in 1955.    https://en.wikipedia.org/wiki/Boeing_B-52_Stratofortress","My grandfather, Bill, was a B-52 bomber pilot in WWII and flew missions over occupied France. He was shot down and rescued by the Free French. After hearing his stories as a kid, it became my dream to fly, just like him. https://t.co/HiEPNxVJik"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1760748334434648064.png,multimodal_taxonomy,"[{'reasoning': 'The image is a screenshot of a photo of Lyudmila Navalnaya, but the text in the post falsely attributes a fabricated quote to her. The image is presented as evidence of a claim that is entirely false.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The post contains a fabricated quote attributed to Lyudmila Navalnaya, which is not based on any real evidence. The image is used to support this false claim.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_denial'}, {'reasoning': 'The image is a screenshot of a real photo, but it is being used to propagate a completely fabricated quote and thus misinformation.', 'label': 'label_image_focused:visual_evidence:Manipulation:label_addition'}, {'reasoning': ""The post is spreading a false narrative about Alexei Navalny's mother, using the image to create a misleading impression."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_misinterpretation_or_misleading_representation'}, {'reasoning': 'The image is being used to support a false claim, and the claim itself is entirely fabricated.', 'label': 'label_image_text_focused:image_text_focused:denial'}]",This is a fabricated quote being falsely attributed to Alexei Navalny's mother Lyudmila Navalnaya by pro-Kremlin users.     The quote is from an AI-generated fake audio clip of the mother disparaging Navalny's wife Yulia Navalnaya.    https://twitter.com/MMerangul/status/1760590154173952082,"‼️🇷🇺 BREAKING:

Navalny's mother blames Navalnaya for the dеаth of her son.

""She was the one that pushed him, she sent him back to Russia. Now she is seen in public with other men and shamelessly profits off his dеаth"" https://t.co/DzXniYkZsK"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1744528512109645824.png,multimodal_taxonomy,"[{'reasoning': 'The image is not the actual tweet from Michelle Obama, but rather a screenshot from a parody account that mimics her profile. This is a clear manipulation of the image to mislead users.', 'label': 'label_addition'}, {'reasoning': 'The image is presented as evidence of a claim made in the post, but it is actually a fabricated screenshot from a parody account, thus misrepresenting the source of the information.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The parody account is designed to look like the real Michelle Obama, creating confusion and potentially leading users to believe the false statement is genuine.', 'label': 'label_imposter'}, {'reasoning': 'The post and image are used to spread a false and harmful claim about Barack Obama, leveraging the perceived authority of Michelle Obama to amplify the misinformation.', 'label': 'label_visual_rhetoric:visual_rhetoric:emotional_manipulation_and_framing:emotion:negative_emotions:label_anger'}]","The quoted post is not by Michelle Obama. The image is from parody account &quot;@MichelleObema&quot; and is marked as &quot;Parody&quot;, but the parody account's username is a near twin to the real @MichelleObama and uses the same avatar and icons, making it easily mistaken for the other. https://twitter.com/MichelleObama",Michelle Obama slams Trump 🔥 https://t.co/5UY0kN1w5a
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1875249485720268800.png,multimodal_taxonomy,"[{'reasoning': ""The image is a map showing the location of ships in the Gulf of Finland. The post claims this is a strategic maneuver by Finland to 'corral' Russia's fleet, which is not supported by the image or the fact-check."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The fact-check explicitly states that the depicted anchorage is a regular occurrence and not related to any specific event or strategic maneuver, directly contradicting the post's claim."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_event_mismatch'}, {'reasoning': 'The post presents the image as evidence of a specific, alarming event (Russian navy arrival), while the image simply shows a map of ship locations, lacking any context to support this interpretation.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_misinterpretation_of_consequences'}]","This is a regular anchorage for ships waiting to get to Russian ports, e.g. Primorsk or Ust-Luga. Nothing new, nothing related to the Finns, or the recent events in the Gulf of Finland.    Article from 2019 about the anchorage: https://en.portnews.ru/news/281202/","Finland has basically corralled Russia’s ghost fleet of tankers.  

How long until the Russian navy arrives?  And then what?  Someone had best be gaming this out. https://t.co/IXvL1q2E0z"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1657724082824134656.png,multimodal_taxonomy,"[{'reasoning': ""The post claims Zelensky broke etiquette by not allowing the Pope to precede him into the office. The image shows Zelensky and the Pope together in the office, with Zelensky seated and the Pope standing. The claim of Zelensky 'squeezing' in front of the Pope is not supported by the image."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The post presents a distorted account of the meeting, exaggerating Zelensky's behavior and implying disrespect. The image doesn't show this behavior."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_misinterpretation_of_consequences'}]","In the press video released by the Vatican, President Zelensky is seen following the Pope’s lead while walking and sitting at his office.    https://www.vaticannews.va/en/pope/news/2023-05/pope-francis-ukrainian-president-zelensky-audience-war-peace.html","Ukrainian President Zelensky, who met with Pope Francis at the Vatican on Saturday, broke most of the rules of etiquette. In particular, he did not miss the pontiff at the entrance to his office.
 “When Zelensky arrived at the Vatican, after greeting the Pope, both went to the pontiff’s office. However, Zelensky will not let the pontiff go ahead, but squeezed into the office right in front of him, ” writes Exxpress.
The publication indicates that Zelensky sat in a chair, although the Pope was still standing. He, sitting, accepted a handshake from one of the advisers to the pontiff.
 At the meeting, the Kiev leader took the liberty of correcting Francis' speech."
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1643178409084739584.png,multimodal_taxonomy,"[{'reasoning': 'The image is a fabricated document purporting to be from 1919, detailing communist rules. Fact-checking confirms this is a hoax.', 'label': 'label_forgery'}, {'reasoning': 'The post claims that these rules are still relevant over 100 years later, implying a timeless and unchanging truth. The image is presented as evidence to support this claim, which is false.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is entirely fabricated and not a genuine historical document.', 'label': 'label_image_focused:Manipulation:label_addition'}, {'reasoning': 'The post uses the image to create a misleading narrative about the enduring relevance of communist ideology.', 'label': 'label_visual_rhetoric:visual_rhetoric:emotional_manipulation_and_framing:label_other_misinterpretation_or_misleading_representation:label_misinterpretation_of_relevance'}]",This is a fake image that has been circulating for years.  https://www.snopes.com/fact-check/communist-rules-for-revolution/,"These rules were written in 1919. Over 100 years later people have intrinsically not changed that much. We should all read and study this, it must be resisted at all cost. https://t.co/lUs7btThSE"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1668526950787186690.png,multimodal_taxonomy,"[{'reasoning': 'The image shows a derailed tram, but the fact-check states that the derailment happened due to a lightning strike and is unrelated to any incident today. This indicates a misrepresentation of the event.', 'label': 'label_context_mismatch'}, {'reasoning': ""The post suggests there are 'reports there is more to it' regarding the derailment, implying a hidden or misleading narrative. The fact-check directly contradicts this narrative, presenting a different explanation."", 'label': 'label_misinterpretation_of_consequences'}, {'reasoning': 'The image is a real photograph of a derailed tram, but it is being used to promote a false narrative about the cause of the incident.', 'label': 'label_image_text_focused'}, {'reasoning': 'The image is being used to create a misleading impression of an ongoing event when the fact-check reveals it is a past event with a specific cause.', 'label': 'label_denial'}]",The tram derailment happened yesterday due to a lightening strike and is unrelated to any incident today.    https://www.nottinghampost.com/news/nottingham-news/net-tram-services-delayed-after-8516051,Tram derailed in #Nottingham. But reports there is more to it. https://t.co/mPHliIVP5N
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1663086123097235457.png,multimodal_taxonomy,"[{'reasoning': ""The post describes the robot arm as 'bleeding out' due to running out of hydraulic fluid and dying, while the fact-check reveals the liquid is colored water and the robot did not die. This is a direct misrepresentation of the image's content."", 'label': 'label_image_text_focused:context_mismatch'}, {'reasoning': ""The post uses the image to evoke strong emotional responses (sadness, despair) about the robot's fate, while the fact-check reveals a fabricated narrative. The image is being used to promote a misleading and emotionally manipulative story."", 'label': 'label_image_text_focused:misleading_representation'}, {'reasoning': ""The post presents the image as evidence of a specific, tragic event (robot's death), but the fact-check demonstrates that this event is entirely fabricated."", 'label': 'label_image_text_focused:denial'}, {'reasoning': ""The post's interpretation of the image's meaning (representing the futility of life, the system's enslavement) is not supported by the actual facts presented in the image or the fact-check."", 'label': 'label_image_text_focused:misinterpretation_of_consequences'}, {'reasoning': ""The post's extended interpretation of the image's symbolism (relating it to human life cycles, exploitation, etc.) is not grounded in the visual evidence and is a fabricated narrative."", 'label': 'label_image_text_focused:misinterpretation_of_relevance'}, {'reasoning': 'The image is presented as a genuine artistic piece, but the fact-check reveals that the narrative surrounding it is entirely false.', 'label': 'label_visual_evidence:image_focused:Manipulation:label_addition'}]",The liquid is not hydraulic fluid but colored water which was not required to keep the robot from running. The robot did not run out of hydraulic fluid and did not die.    https://www.guggenheim.org/artwork/34812,"""No piece of art has ever emotionally affected me the way this robot arm piece has. It's programmed to try to contain the hydraulic fluid that’s constantly leaking out and required to keep itself running...if too much escapes, it will die so it's desperately trying to pull it back to continue to fight for another day. Saddest part is they gave the robot the ability to do these 'happy dances' to spectators. When the project was first launched it danced around spending most of its time interacting with the crowd since it could quickly pull back the small spillage. Many years later... (as you see it now in the video) it looks tired and hopeless as there isn't enough time to dance anymore.. It now only has enough time to try to keep itself alive as the amount of leaked hydraulic fluid became unmanageable as the spill grew over time. Living its last days in a never-ending cycle between sustaining life and simultaneously bleeding out... (Figuratively and literally as its hydraulic fluid was purposefully made to look like it's actual blood).
""The robot arm finally ran out of hydraulic fluid in 2019, slowly came to a halt and died - And I am now tearing up over a friggin robot arm 😭 It was programmed to live out this fate and no matter what it did or how hard it tried, there was no escaping it.  Spectators watched as it slowly bled out until the day that it ceased to move forever.  Saying that 'this resonates' doesn't even do it justice imo. Created by Sun Yuan & Peng Yu, they named the piece, 'Can't Help Myself'.  What a masterpiece. What a message.""
Extended interpretations: the hydraulic fluid in relation to how we kill ourselves both mentally and physically for money just in an attempt to sustain life, how the system is set up for us to fail on purpose to essentially enslave us and to steal the best years of our lives to play the game that the richest people of the world have designed. How this robs us of our happiness, passion and our inner peace. How we are slowly drowning with more responsibilities, with more expected of us, less rewarding pay-offs and less free time to enjoy ourselves with as the years go by. How there's really no escaping the system and that we were destined at birth to follow a pretty specific path that was already laid out before us. How we can give and give and give and how easily we can be forgotten after we've gone.. How we are loved and respected when we are valuable, then one day we aren't any longer and we become a burden...and how our young, free-caring spirit gets stolen from us as we get churned out of the broken system that we are trapped inside of. Can also be seen to represent the human life cycle and the fact that none of us make it out of this world alive. But also can act as a reminder to allow yourself to heal, rest and love with all of your heart. That the endless chase for 'more' isn't necessary in finding your own inner happiness.”
- James Kricked Parr
Read More Articles: https://t.co/PjDVod8XhV
Join Now: Kindness, Humanity & Inspiration"
